,Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_5%,Total,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating,Latitude,Longitude,Invoice ID,Unit price,Tax 5%
24,345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,294.2902066661314,2021-01-02,16:19,Credit card,253.36,4.761904762,12.668,5.6,19.7633,96.0785,,,
25,IKM-33-204Y,D,Chiang Mai,Normal,Female,Electronic accessories,61.413121146734014,3,9.211968172010105,185.36412154287643,2021-01-02,13:58,Ewallet,184.23936344020208,4.761905,9.211968172010105,4.855558140330928,18.796143,98.979263,,,
26,198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,392.3148682805424,2021-01-02,13:40,Cash,365.49,4.761904762,18.2745,7.0,21.9588,96.0891,,,
27,ERV-79-AHSR,A,Luang Prabang,Member,Female,Food and beverages,92.64724678087956,9,41.6912610513958,877.2161017676019,2021-01-02,10:15,Ewallet,833.825221027916,4.761905,41.6912610513958,7.976901855107541,19.889271,102.133453,,,
28,SQA-84-QP23,C,Vientiane,Member,Female,Electronic accessories,29.601190001114134,4,5.920238000222827,156.299929067531,2021-01-02,16:13,Cash,118.40476000445652,4.761905,5.920238000222827,3.531333614726168,17.974855,102.630867,,,
29,670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,273.4878345483045,2021-01-02,20:08,Credit card,267.78,4.761904762,13.389,5.1,21.9588,96.0891,,,
30,LQE-88-1RH4,B,Luang Prabang,Member,Female,Food and beverages,62.04768665235223,4,12.409537330470448,286.4236049410307,2021-01-02,18:07,Cash,248.19074660940893,4.761905,12.409537330470448,9.342762137125913,19.889271,102.133453,,,
31,RDO-69-IIJO,B,Bangkok,Member,Female,Health and beauty,46.15385800720061,8,18.461543202880243,390.07028752568624,2021-01-02,12:50,Ewallet,369.2308640576048,4.761905,18.461543202880243,2.426403908640508,13.736717,100.523186,,,
32,KJX-85-MGK6,E,Bangkok,Normal,Male,Fashion accessories,18.45674158693445,7,6.459859555427059,205.59024954697125,2021-01-02,15:44,Ewallet,129.19719110854118,4.761905,6.459859555427059,6.673838182422914,13.736717,100.523186,,,
33,FJF-34-LMBW,E,Chiang Mai,Normal,Male,Electronic accessories,74.25478718440786,1,3.712739359220393,104.92063132386774,2021-01-02,12:38,Credit card,74.25478718440786,4.761905,3.712739359220393,2.417745929981648,18.796143,98.979263,,,
34,PFT-73-R96K,A,Luang Prabang,Member,Female,Electronic accessories,89.9801739391437,8,35.99206957565748,782.3260063243182,2021-01-02,15:02,Ewallet,719.8413915131496,4.761905,35.99206957565748,4.444356566710025,19.889271,102.133453,,,
35,244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,379.0790301876717,2021-01-02,13:00,Cash,342.1,4.761904762,17.105,5.1,21.9588,96.0891,,,
36,446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,213.2475959264506,2021-01-02,18:09,Credit card,199.64,4.761904762,9.982,6.7,19.7633,96.0785,,,
37,IZX-32-H0DW,F,Chiang Mai,Normal,Female,Food and beverages,85.4681416888363,3,12.820221253325446,313.62863932535504,2021-01-02,14:11,Cash,256.4044250665089,4.761905,12.820221253325446,9.213019946907938,18.796143,98.979263,,,
38,XBK-84-KXBI,E,Bangkok,Member,Male,Health and beauty,44.86974556197113,4,8.973949112394227,173.45008035951926,2021-01-02,11:00,Credit card,179.47898224788452,4.761905,8.973949112394227,2.8071843788697475,13.736717,100.523186,,,
39,DCM-21-NF7J,C,Bangkok,Member,Male,Fashion accessories,68.51405986646446,7,23.979920953262564,522.457204035195,2021-01-02,14:06,Cash,479.5984190652513,4.761905,23.979920953262564,8.012973550350694,13.736717,100.523186,,,
40,IPU-04-6TJS,B,Vientiane,Member,Male,Fashion accessories,21.496848718842017,2,2.149684871884202,59.6844520461786,2021-01-02,10:30,Credit card,42.993697437684034,4.761905,2.149684871884202,3.1032103207424133,17.974855,102.630867,,,
41,504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,65.10177188444283,2021-01-02,16:57,Cash,42.47,4.761904762,2.1235,5.7,16.8409,96.1735,,,
42,RRJ-53-5BI4,A,Vientiane,Member,Female,Sports and travel,55.68832774158621,1,2.784416387079311,68.89513514547392,2021-01-02,18:58,Cash,55.68832774158621,4.761905,2.784416387079311,6.289528534221585,17.974855,102.630867,,,
43,TQS-97-BBEL,C,Vientiane,Member,Female,Electronic accessories,63.93624239981272,4,12.787248479962544,275.8756359887818,2021-01-02,17:57,Ewallet,255.74496959925088,4.761905,12.787248479962544,7.469557733851001,17.974855,102.630867,,,
44,VAY-93-DCMN,C,Vientiane,Normal,Male,Electronic accessories,58.20485496099884,9,26.19218473244948,556.9295796633872,2021-01-02,10:50,Cash,523.8436946489895,4.761905,26.19218473244948,8.251292668017538,17.974855,102.630867,,,
45,744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,150.9780315782803,2021-01-02,18:50,Cash,132.06,4.761904762,6.603,7.6,21.9588,96.0891,,,
46,712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,310.1317109434028,2021-01-02,15:24,Ewallet,249.96,4.761904762,12.498,5.6,16.8409,96.1735,,,
47,RII-32-EOFI,E,Chiang Mai,Normal,Male,Electronic accessories,13.350934442434374,2,1.3350934442434377,64.47808427602037,2021-01-03,13:24,Cash,26.701868884868748,4.761905,1.3350934442434377,2.668881172642584,18.796143,98.979263,,,
48,JEW-97-VQC0,B,Chiang Mai,Member,Female,Food and beverages,72.62220833432022,8,29.04888333372809,629.1599836722231,2021-01-03,16:45,Ewallet,580.9776666745618,4.761905,29.04888333372809,6.537388311738757,18.796143,98.979263,,,
49,HLL-29-WKZC,F,Bangkok,Member,Male,Sports and travel,21.553515867931,2,2.1553515867931,76.86419542681439,2021-01-03,11:39,Cash,43.107031735862,4.761905,2.1553515867931,5.781743217695745,13.736717,100.523186,,,
50,JLH-02-WNAY,B,Vientiane,Member,Male,Food and beverages,81.05095801289517,4,16.210191602579034,396.5196088620156,2021-01-03,14:36,Ewallet,324.20383205158066,4.761905,16.210191602579034,1.2836996677640164,17.974855,102.630867,,,
51,WME-50-7GF1,A,Bangkok,Member,Female,Fashion accessories,22.96183222465296,2,2.296183222465296,89.03647419555887,2021-01-03,10:14,Ewallet,45.92366444930592,4.761905,2.296183222465296,9.088833033819771,13.736717,100.523186,,,
52,249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,399.177635724958,2021-01-03,11:36,Ewallet,350.05,4.761904762,17.5025,5.5,16.8409,96.1735,,,
53,749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,284.31264476386383,2021-01-03,12:02,Ewallet,207.27,4.761904762,10.3635,7.9,16.8409,96.1735,,,
54,DYG-86-LCS1,E,Vientiane,Normal,Male,Sports and travel,75.25061420025808,4,15.050122840051618,364.2304386627509,2021-01-03,18:30,Ewallet,301.00245680103234,4.761905,15.050122840051618,1.5530312443983303,17.974855,102.630867,,,
55,552-44-5977,B,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,539.3871628682551,2021-01-03,19:08,Credit card,496.0,4.761904762,24.8,6.2,21.9588,96.0891,,,
56,501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,406.72184838687394,2021-01-03,20:24,Ewallet,378.9,4.761904762,18.945,9.8,21.9588,96.0891,,,
57,JBE-36-6ZLV,F,Bangkok,Member,Female,Electronic accessories,15.998661741523671,9,7.1993977836856535,195.1049911239181,2021-01-03,18:20,Credit card,143.98795567371306,4.761905,7.1993977836856535,3.809455245942088,13.736717,100.523186,,,
58,ZMC-72-E0JI,B,Chiang Mai,Normal,Female,Fashion accessories,56.52556987020469,4,11.305113974040935,284.66257917036046,2021-01-03,11:57,Cash,226.1022794808188,4.761905,11.305113974040935,3.890098297523252,18.796143,98.979263,,,
59,EXP-02-QYXL,D,Vientiane,Normal,Male,Health and beauty,65.57109223579843,7,22.94988228252945,544.478117669238,2021-01-03,14:17,Cash,458.997645650589,4.761905,22.94988228252945,5.485163597666954,17.974855,102.630867,,,
60,HGZ-54-IE4Z,D,Chiang Mai,Normal,Male,Food and beverages,83.33803134689016,5,20.83450783672254,464.5344918579333,2021-01-03,14:29,Credit card,416.6901567344508,4.761905,20.83450783672254,2.718838274861826,18.796143,98.979263,,,
61,TSK-64-R94L,E,Luang Prabang,Normal,Female,Fashion accessories,14.537530506715234,7,5.088135677350333,165.5401237871534,2021-01-03,17:54,Ewallet,101.76271354700664,4.761905,5.088135677350333,9.11817369540589,19.889271,102.133453,,,
62,422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,391.2269025813991,2021-01-03,16:47,Credit card,335.45,4.761904762,16.7725,9.1,16.8409,96.1735,,,
63,343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,122.813640117415,2021-01-03,10:30,Credit card,75.88,4.761904762,3.794,7.1,19.7633,96.0785,,,
64,MVP-80-RUU3,B,Bangkok,Member,Male,Food and beverages,38.51119670451528,3,5.776679505677293,185.9024373853616,2021-01-03,11:28,Credit card,115.53359011354584,4.761905,5.776679505677293,5.676303505008312,13.736717,100.523186,,,
65,TOV-18-UEMX,F,Luang Prabang,Normal,Male,Sports and travel,45.30359311909246,3,6.79553896786387,196.84406815649365,2021-01-03,15:29,Cash,135.9107793572774,4.761905,6.79553896786387,7.714731401481936,19.889271,102.133453,,,
66,687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,118.98323146655844,2021-01-03,19:17,Cash,42.24,4.761904762,2.112,9.7,19.7633,96.0785,,,
67,YMS-08-61I6,A,Chiang Mai,Normal,Male,Sports and travel,49.78546393548008,5,12.446365983870018,293.1328248587894,2021-01-03,15:53,Credit card,248.9273196774004,4.761905,12.446365983870018,8.626150253287797,18.796143,98.979263,,,
68,875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,136.82354046834843,2021-01-03,13:07,Cash,93.38,4.761904762,4.669,9.6,21.9588,96.0891,,,
69,GZL-85-5SVG,D,Chiang Mai,Member,Male,Health and beauty,33.75700630620333,7,11.814952207171167,258.6291629797671,2021-01-04,17:05,Ewallet,236.2990441434233,4.761905,11.814952207171167,3.843237542100724,18.796143,98.979263,,,
70,132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,163.85900903346194,2021-01-04,13:21,Cash,104.85,4.761904762,5.2425,7.8,16.8409,96.1735,,,
71,725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,294.05283787839755,2021-01-04,19:01,Cash,274.84,4.761904762,13.742,4.1,21.9588,96.0891,,,
72,ASG-52-B3NU,F,Chiang Mai,Normal,Female,Sports and travel,97.92347628104156,2,9.792347628104158,247.1247272692222,2021-01-04,13:43,Cash,195.84695256208315,4.761905,9.792347628104158,7.760498597160615,18.796143,98.979263,,,
73,AUK-02-G3F7,C,Bangkok,Member,Female,Electronic accessories,80.68789833830738,8,32.275159335322954,730.4367051461986,2021-01-04,10:57,Credit card,645.503186706459,4.761905,32.275159335322954,6.218084427253535,13.736717,100.523186,,,
74,HCT-10-X2Z6,F,Vientiane,Member,Female,Electronic accessories,87.24517505703596,5,21.81129376425899,530.4605013705858,2021-01-04,12:36,Cash,436.2258752851798,4.761905,21.81129376425899,6.537802665046954,17.974855,102.630867,,,
75,OUB-95-UWM6,D,Vientiane,Normal,Male,Health and beauty,34.230986071688456,6,10.26929582150654,272.5248887423011,2021-01-04,17:34,Cash,205.38591643013075,4.761905,10.26929582150654,4.611815449693758,17.974855,102.630867,,,
76,GXZ-53-L8KK,F,Chiang Mai,Member,Male,Health and beauty,55.520497010804455,4,11.104099402160893,269.81690638909413,2021-01-04,18:40,Credit card,222.08198804321785,4.761905,11.104099402160893,6.976194460479813,18.796143,98.979263,,,
77,279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,145.6946105849221,2021-01-04,19:40,Cash,72.17,4.761904762,3.6085,6.1,21.9588,96.0891,,,
78,731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,395.81194519262175,2021-01-04,13:34,Ewallet,355.4,4.761904762,17.77,7.0,16.8409,96.1735,,,
79,RHV-14-ERXB,F,Bangkok,Member,Female,Food and beverages,73.48894261276627,3,11.02334139191494,260.0012337666555,2021-01-04,18:01,Cash,220.4668278382988,4.761905,11.02334139191494,1.7307513173829188,13.736717,100.523186,,,
80,GLB-14-VTVO,C,Luang Prabang,Member,Female,Food and beverages,91.65223621679488,8,36.66089448671795,840.1195810754439,2021-01-04,13:42,Cash,733.217889734359,4.761905,36.66089448671795,3.0988442498521223,19.889271,102.133453,,,
81,RVR-05-QD3H,E,Luang Prabang,Normal,Male,Food and beverages,82.40793361688115,3,12.361190042532172,337.5268711564453,2021-01-04,15:00,Cash,247.22380085064344,4.761905,12.361190042532172,3.8162644358969744,19.889271,102.133453,,,
82,656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,192.70021113029404,2021-01-04,13:24,Credit card,139.26,4.761904762,6.963,4.4,21.9588,96.0891,,,
83,672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,687.7121437553112,2021-01-04,18:19,Credit card,599.85,4.761904762,29.9925,9.7,19.7633,96.0785,,,
84,WLM-65-WH1Y,E,Vientiane,Member,Female,Home and lifestyle,60.70410624030535,8,24.281642496122146,575.2815991578872,2021-01-04,13:58,Credit card,485.6328499224428,4.761905,24.281642496122146,2.449164995418128,17.974855,102.630867,,,
85,JPP-91-404Z,A,Luang Prabang,Normal,Female,Electronic accessories,90.12812418533277,3,13.519218627799916,331.54671942470264,2021-01-04,10:22,Credit card,270.3843725559983,4.761905,13.519218627799916,7.855736472359967,19.889271,102.133453,,,
86,HSZ-17-TLR6,A,Luang Prabang,Normal,Female,Sports and travel,44.98282880439423,5,11.245707201098558,289.04695647880845,2021-01-05,11:39,Credit card,224.9141440219712,4.761905,11.245707201098558,6.955159206129984,19.889271,102.133453,,,
87,CUE-31-0NXO,F,Vientiane,Member,Male,Electronic accessories,73.37392757099863,1,3.668696378549932,121.54533134672012,2021-01-05,13:47,Cash,73.37392757099863,4.761905,3.668696378549932,3.492822339774407,17.974855,102.630867,,,
88,573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,108.88728479220222,2021-01-05,12:40,Ewallet,31.9,4.761904762,1.595,9.1,19.7633,96.0785,,,
89,801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,288.4372374022465,2021-01-05,20:30,Credit card,228.18,4.761904762,11.409,9.8,19.7633,96.0785,,,
90,209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,288.85202014485463,2021-01-05,17:29,Ewallet,214.55,4.761904762,10.7275,6.1,16.8409,96.1735,,,
91,MOX-26-FIXY,A,Bangkok,Member,Male,Electronic accessories,19.4781303180828,5,4.8695325795207,198.62186012479816,2021-01-05,16:05,Credit card,97.390651590414,4.761905,4.8695325795207,2.306257239395266,13.736717,100.523186,,,
92,MUI-02-TPBT,F,Bangkok,Member,Male,Health and beauty,96.9751059458356,9,43.63879767562602,963.0647727397168,2021-01-05,14:42,Ewallet,872.7759535125205,4.761905,43.63879767562602,8.910122082812833,13.736717,100.523186,,,
93,DTI-95-QDTF,A,Luang Prabang,Member,Female,Health and beauty,63.79696802537946,3,9.56954520380692,245.3264438693422,2021-01-05,12:39,Ewallet,191.3909040761384,4.761905,9.56954520380692,7.092621438089614,19.889271,102.133453,,,
94,WDY-85-X3OO,E,Bangkok,Member,Female,Sports and travel,93.16737406816873,4,18.633474813633743,460.3151006119218,2021-01-05,13:23,Credit card,372.6694962726749,4.761905,18.633474813633743,4.240810862321958,13.736717,100.523186,,,
95,MKM-46-C4PE,E,Vientiane,Member,Female,Electronic accessories,60.12535767654367,5,15.031339419135916,376.3563043854827,2021-01-05,15:08,Cash,300.6267883827183,4.761905,15.031339419135916,1.825696457919796,17.974855,102.630867,,,
96,433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,589.0167249905054,2021-01-05,19:48,Ewallet,552.23,4.761904762,27.6115,7.5,19.7633,96.0785,,,
97,489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,791.4124400733976,2021-01-05,11:51,Credit card,657.16,4.761904762,32.858,7.3,16.8409,96.1735,,,
98,RQJ-24-WU65,E,Luang Prabang,Normal,Female,Fashion accessories,23.59314932472335,6,7.077944797417004,193.04562454657884,2021-01-05,11:24,Ewallet,141.55889594834008,4.761905,7.077944797417004,5.25089485385478,19.889271,102.133453,,,
99,PWT-46-HQNN,F,Chiang Mai,Member,Male,Electronic accessories,28.349050835943927,5,7.087262708985982,223.6725821527768,2021-01-05,14:37,Credit card,141.74525417971964,4.761905,7.087262708985982,6.933623255093927,18.796143,98.979263,,,
100,339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,110.6570529964998,2021-01-05,11:32,Credit card,73.96,4.761904762,3.698,5.0,21.9588,96.0891,,,
101,JMK-92-D0JJ,C,Vientiane,Member,Female,Home and lifestyle,54.3484381599181,8,21.739375263967244,536.2026207873629,2021-01-05,13:04,Credit card,434.7875052793448,4.761905,21.739375263967244,8.715982331193935,17.974855,102.630867,,,
102,841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,156.67823263029365,2021-01-05,20:40,Credit card,71.2,4.761904762,3.56,9.2,21.9588,96.0891,,,
103,MVT-66-H8K4,D,Bangkok,Normal,Female,Home and lifestyle,75.74200310299335,5,18.93550077574833,451.3117680981736,2021-01-05,18:52,Ewallet,378.7100155149668,4.761905,18.93550077574833,2.148116924938882,13.736717,100.523186,,,
104,144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,347.53243454006724,2021-01-05,16:05,Credit card,282.96,4.761904762,14.148,4.4,16.8409,96.1735,,,
105,217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,325.0278841148768,2021-01-05,11:25,Cash,250.6,4.761904762,12.53,4.2,16.8409,96.1735,,,
106,843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,406.7118542523074,2021-01-05,19:50,Credit card,318.42,4.761904762,15.921,9.6,21.9588,96.0891,,,
107,WOO-68-DW3R,B,Vientiane,Member,Male,Health and beauty,27.127279924410683,6,8.138183977323205,238.31847403817056,2021-01-05,13:25,Cash,162.7636795464641,4.761905,8.138183977323205,6.704954561976503,17.974855,102.630867,,,
108,750-67-8428,A,Yangon,Member,Female,Health and beauty,74.69,7,26.1415,607.8172680488932,2021-01-05,13:08,Ewallet,522.83,4.761904762,26.1415,9.1,16.8409,96.1735,,,
109,MSK-10-AM8E,B,Vientiane,Normal,Male,Health and beauty,30.896630512326272,9,13.903483730546824,333.4657088510708,2021-01-05,18:19,Credit card,278.06967461093643,4.761905,13.903483730546824,1.678458291793797,17.974855,102.630867,,,
110,CXA-18-BBLX,A,Chiang Mai,Member,Female,Fashion accessories,55.91246877193617,7,19.56936407017766,485.8759436672172,2021-01-05,12:56,Credit card,391.3872814035532,4.761905,19.56936407017766,7.238888001836276,18.796143,98.979263,,,
111,PZJ-23-AKSA,B,Bangkok,Member,Female,Sports and travel,80.04391703144009,3,12.006587554716011,314.01508516934,2021-01-05,10:51,Cash,240.13175109432024,4.761905,12.006587554716011,6.423691603192322,13.736717,100.523186,,,
112,VQW-12-ILA5,E,Chiang Mai,Member,Male,Sports and travel,81.6077210396911,3,12.241158155953665,381.2959379024428,2021-01-05,16:01,Credit card,244.82316311907329,4.761905,12.241158155953665,9.607776599599552,18.796143,98.979263,,,
113,SLU-07-A7JD,B,Chiang Mai,Member,Male,Food and beverages,70.10153135259128,2,7.010153135259128,213.33334533163745,2021-01-05,17:57,Ewallet,140.20306270518256,4.761905,7.010153135259128,5.082771082993377,18.796143,98.979263,,,
114,JYM-21-634Z,D,Luang Prabang,Member,Female,Fashion accessories,86.12096200468186,4,17.22419240093637,435.4383883332521,2021-01-05,17:26,Credit card,344.48384801872743,4.761905,17.22419240093637,4.995897642718976,19.889271,102.133453,,,
115,DFJ-10-OT3M,D,Bangkok,Normal,Male,Sports and travel,74.67414965579277,4,14.934829931158555,360.2916939983309,2021-01-05,14:10,Credit card,298.6965986231711,4.761905,14.934829931158555,7.169752135097528,13.736717,100.523186,,,
116,QWH-59-8GCI,B,Chiang Mai,Member,Female,Electronic accessories,60.59300090577181,2,6.059300090577182,166.76778971021974,2021-01-05,17:45,Credit card,121.18600181154362,4.761905,6.059300090577182,6.292921998859324,18.796143,98.979263,,,
117,LYF-51-3PX7,B,Bangkok,Member,Female,Electronic accessories,70.50461654815496,2,7.050461654815496,223.3194551298283,2021-01-05,13:43,Cash,141.0092330963099,4.761905,7.050461654815496,5.563241087001759,13.736717,100.523186,,,
118,VAZ-83-D0M8,B,Bangkok,Member,Male,Food and beverages,15.07403721614972,9,6.783316747267374,219.8727216632566,2021-01-05,11:48,Cash,135.66633494534747,4.761905,6.783316747267374,4.898423974124777,13.736717,100.523186,,,
119,628-34-3388,C,Naypyitaw,Normal,Male,Fashion accessories,27.38,6,8.214,242.0134567058005,2021-01-05,20:54,Credit card,164.28,4.761904762,8.214,7.9,19.7633,96.0785,,,
120,TUK-73-GW8Q,E,Luang Prabang,Normal,Female,Sports and travel,11.473921583063053,6,3.442176474918915,163.1035881549262,2021-01-05,17:34,Cash,68.8435294983783,4.761905,3.442176474918915,8.998993229526526,19.889271,102.133453,,,
121,WBH-41-3959,B,Vientiane,Normal,Female,Electronic accessories,78.09437395936493,6,23.42831218780948,579.6838941811432,2021-01-05,10:15,Credit card,468.5662437561896,4.761905,23.42831218780948,6.932032677097855,17.974855,102.630867,,,
122,CGY-97-4VT4,C,Chiang Mai,Member,Male,Electronic accessories,82.1960289572025,4,16.4392057914405,452.4281487630448,2021-01-06,15:00,Cash,328.78411582881,4.761905,16.4392057914405,5.263355869203776,18.796143,98.979263,,,
